選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,利益効率σ_30日,利益効率σ_90日,利益効率σ_365日,利益効率σ_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-07-20,Long,EURJPY,21:54:00,22:08:00,14,21,1,80.95%,61.54%,51.94%,64.81%,,,,30,,,,,73.0,70.8,168.3,104.0,2.44,1.08,0.77,1.43,86.64,31.17,18.24,33.22,6.58,7.91,14.06,9.52,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,AUDJPY,21:54:00,22:22:00,28,21,1,80.95%,53.85%,45.74%,60.18%,,,,,,,,,71.2,37.1,32.0,46.8,2.10,0.61,0.21,0.97,80.45,21.17,12.66,46.13,7.46,7.31,11.85,8.87,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,EURUSD,21:55:00,22:01:00,6,21,1,80.95%,55.38%,49.22%,61.85%,,,,,,,,,30.4,41.1,-31.3,13.4,1.74,0.90,-0.43,0.74,82.69,16.09,22.76,17.77,3.81,5.55,5.00,4.79,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,GBPJPY,22:03:00,22:29:00,26,22,0,80.95%,58.46%,50.00%,63.14%,,,,,,,,,113.5,-1.8,-203.9,-30.7,1.98,-0.03,-0.66,0.43,84.41,9.4,7.29,24.68,12.57,13.27,18.96,14.93,0.9,0.9,0.9,0.9
FALSE,2025-07-20,Long,GBPJPY,22:03:00,22:30:00,27,22,0,80.95%,58.46%,46.90%,62.10%,,,,,,,,,92.2,-28.3,-415.8,-117.3,1.62,-0.27,-1.35,0.00,83.03,0,3.54,12.45,12.50,13.18,19.01,14.89,0.9,0.9,1.7,1.2
FALSE,2025-07-20,Long,GBPJPY,22:04:00,22:29:00,25,22,0,80.95%,55.38%,48.06%,61.47%,,,,,,,,,115.7,14.1,-233.3,-34.5,1.97,0.12,-0.77,0.44,82.17,9.63,7.98,25.96,12.88,13.28,18.72,14.96,0.9,0.9,0.9,0.9
FALSE,2025-07-20,Long,CHFJPY,22:12:00,22:27:00,15,22,0,80.95%,56.92%,47.67%,61.85%,,,,,,,,,110.9,78.2,-222.1,-11.0,2.81,1.12,-1.46,0.82,82.69,17.96,16.78,32.75,8.67,8.45,9.64,8.92,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,GBPJPY,22:13:00,22:29:00,16,22,0,80.95%,61.54%,51.94%,64.81%,,,,,,,,,110.7,33.7,-270.3,-42.0,2.57,0.38,-1.25,0.56,86.64,12.3,12.2,25.4,9.41,10.53,13.51,11.15,0.9,0.9,0.9,0.9
FALSE,2025-07-20,Long,EURJPY,22:13:00,22:17:00,4,22,0,80.95%,61.54%,50.00%,64.16%,,52,53,,,,,,29.1,39.5,136.4,68.3,1.97,1.26,1.19,1.47,85.78,32.17,30.84,16.05,3.23,3.80,7.05,4.69,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,GBPJPY,22:14:00,22:27:00,13,22,0,80.95%,56.92%,47.67%,61.85%,,,,,,,,,77.1,42.3,-302.9,-61.2,2.50,0.56,-1.57,0.50,82.69,10.83,9.94,16.82,6.75,9.22,12.06,9.34,0.9,0.9,0.9,0.9
FALSE,2025-07-20,Long,GBPJPY,22:15:00,22:24:00,9,22,0,80.95%,60.00%,51.16%,64.04%,,,,,,,,,57.4,44.7,-105.4,-1.1,2.00,0.81,-0.62,0.73,85.61,15.87,13.85,16.23,6.29,6.74,10.58,7.87,0.9,0.9,1.0,0.9
FALSE,2025-07-20,Long,CHFJPY,22:16:00,22:26:00,10,22,0,80.95%,56.92%,48.06%,61.98%,,,,,,,,,90.9,19.7,-195.7,-28.4,2.92,0.29,-1.47,0.58,82.86,12.68,17.11,22.27,6.83,7.37,8.48,7.56,0.8,0.8,0.9,0.9
FALSE,2025-07-20,Long,CHFJPY,22:16:00,22:28:00,12,22,0,80.95%,58.46%,45.35%,61.59%,,,,,,,,,116.8,47.6,-286.7,-40.8,3.14,0.65,-2.04,0.59,82.34,12.77,19.11,29.84,8.16,8.46,8.97,8.53,0.8,0.8,0.9,0.9
FALSE,2025-07-20,Long,CHFJPY,22:16:00,22:27:00,11,22,0,80.95%,55.38%,44.57%,60.30%,,,,,,,,,106.3,38.7,-265.9,-40.3,3.23,0.58,-2.00,0.60,80.62,13.13,18.61,26.65,7.23,7.72,8.45,7.80,0.8,0.8,0.9,0.8
FALSE,2025-07-20,Long,CHFJPY,22:16:00,22:29:00,13,22,0,80.95%,53.85%,45.35%,60.05%,,,,,,,,,113.7,48.6,-260.9,-32.9,2.75,0.65,-1.73,0.56,80.28,12.13,17.59,29.76,9.08,8.80,9.62,9.17,0.8,0.8,0.9,0.9
FALSE,2025-07-20,Long,CHFJPY,22:17:00,22:28:00,11,22,0,80.95%,56.92%,45.74%,61.20%,,,,,,,,,99.7,26.4,-348.5,-74.1,2.84,0.38,-2.69,0.18,81.82,3.83,15.15,21.68,7.72,7.81,8.22,7.92,0.8,0.8,0.9,0.8
FALSE,2025-07-20,Long,CHFJPY,22:17:00,22:31:00,14,22,0,80.95%,56.92%,44.57%,60.82%,,,,,,,,,91.4,44.4,-349.1,-71.1,2.52,0.60,-2.25,0.29,81.31,6.31,11.53,21.01,7.97,8.68,9.84,8.83,0.8,0.8,1.0,0.9
FALSE,2025-07-20,Long,CHFJPY,22:18:00,22:25:00,7,22,0,80.95%,56.92%,48.06%,61.98%,,,,,,,,,36.2,-13.5,-203.7,-60.3,1.22,-0.29,-1.95,-0.34,82.86,-7.44,4.27,3.89,6.57,6.29,6.57,6.48,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,CHFJPY,22:18:00,22:27:00,9,22,0,80.95%,53.85%,44.19%,59.66%,,,,,,,,,68.9,-7.9,-331.5,-90.2,2.30,-0.19,-2.84,-0.24,79.76,-5.32,8.9,10.42,6.61,6.56,7.35,6.84,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,CHFJPY,22:19:00,22:28:00,9,22,0,80.95%,55.38%,47.29%,61.21%,,,,,,,,,81.2,1.2,-318.1,-78.6,2.21,-0.03,-2.58,-0.13,81.83,-2.94,12.76,14.95,8.11,7.09,7.78,7.66,0.8,0.8,0.9,0.8
FALSE,2025-07-20,Long,USDJPY,23:05:00,23:24:00,19,23,0,80.95%,63.08%,54.26%,66.10%,,,,,,,,,9.2,30.1,-187.5,-49.4,0.14,0.29,-0.79,-0.12,88.37,-2.59,0.42,1.03,14.18,12.48,15.54,14.07,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:06:00,23:23:00,17,23,0,80.95%,63.08%,53.49%,65.84%,,,,,,,,,22.9,41.0,-39.8,8.0,0.38,0.43,-0.20,0.20,88.02,4.42,5.08,11.24,13.30,11.56,15.05,13.31,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:06:00,23:22:00,16,23,0,80.95%,60.00%,52.33%,64.43%,,,,,,,,,34.8,40.3,0.1,25.1,0.65,0.46,-0.05,0.35,86.13,7.67,7.9,16.44,11.90,10.81,14.88,12.53,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:07:00,23:21:00,14,23,0,80.95%,63.08%,53.49%,65.84%,,,,,,,,,49.3,89.1,103.2,80.5,0.91,0.99,0.44,0.78,88.02,16.97,16.47,30.01,12.02,11.09,13.46,12.19,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:07:00,23:24:00,17,23,0,80.95%,61.54%,54.26%,65.58%,,,,,,,,,44.8,67.1,-9.6,34.1,0.74,0.68,-0.07,0.45,87.68,9.73,10.22,22.61,13.33,12.08,14.19,13.20,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:07:00,23:23:00,16,23,0,80.95%,61.54%,53.88%,65.46%,,,,,,,,,44.5,50.7,46.0,47.1,0.73,0.52,0.17,0.48,87.51,10.37,10.71,22.3,13.39,11.84,14.09,13.11,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,23:07:00,23:20:00,13,23,0,80.95%,61.54%,49.61%,64.03%,,,,,,,,,62.6,41.4,-114.0,-3.3,2.08,0.61,-0.69,0.66,85.61,14.49,18.75,31.73,6.60,8.02,10.49,8.37,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:07:00,23:22:00,15,23,0,80.95%,58.46%,49.61%,63.01%,,,,,,,,,66.2,42.3,-93.2,5.1,2.07,0.59,-0.58,0.69,84.24,15.11,17.56,34.29,6.99,8.55,10.64,8.73,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:08:00,23:25:00,17,23,0,80.95%,56.92%,52.71%,63.53%,,,,,,,,,53.5,76.3,-130.5,-0.2,1.74,1.03,-0.75,0.68,84.93,14.73,14.55,32.2,6.75,8.97,11.31,9.01,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:08:00,23:24:00,16,23,0,80.95%,58.46%,51.16%,63.53%,,,,,,,,,47.1,62.0,-197.1,-29.3,1.43,0.85,-1.18,0.37,84.93,8.01,11.64,24.24,7.19,8.84,10.67,8.90,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:08:00,23:21:00,13,23,0,80.95%,53.85%,49.22%,61.34%,,,,,,,,,60.2,60.1,-128.3,-2.7,2.11,0.89,-0.84,0.72,82.01,15.65,19.5,32.98,6.27,8.19,9.92,8.13,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:08:00,23:22:00,14,23,0,80.95%,50.77%,48.84%,60.19%,,,,,,,,,59.1,36.4,-132.9,-12.5,1.99,0.51,-0.81,0.56,80.46,12.31,15.67,28.55,6.49,8.46,10.55,8.50,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:11:00,23:17:00,6,23,0,80.95%,58.46%,48.45%,62.62%,,,,,,,,,45.1,15.9,-122.0,-20.3,2.62,0.30,-1.02,0.63,83.72,13.81,24.57,19.18,3.75,6.16,7.45,5.79,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,23:11:00,23:22:00,11,23,0,80.95%,55.38%,48.06%,61.47%,,,,,,,,,54.7,38.9,-171.3,-25.9,2.13,0.57,-1.16,0.52,82.17,11.27,17.72,25.36,5.60,8.18,9.43,7.74,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,GBPJPY,23:12:00,23:18:00,6,23,0,80.95%,60.00%,48.45%,63.13%,,,,,,,,,51.9,68.2,-244.5,-41.5,2.21,0.93,-1.46,0.56,84.4,12.21,17.39,13.58,5.11,8.73,10.48,8.11,0.9,0.9,0.9,0.9
FALSE,2025-07-20,Long,USDJPY,23:26:00,23:51:00,25,23,0,80.95%,64.62%,48.06%,64.54%,,,,,,,,,54.9,181.0,-284.3,-16.1,1.43,1.73,-1.09,0.69,86.29,15,9.87,32.12,8.42,12.98,16.07,12.49,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:27:00,23:51:00,24,23,0,80.95%,58.46%,46.51%,61.98%,,,,,,,,,78.7,209.6,-219.2,23.0,1.89,1.96,-0.83,1.01,82.85,21.98,14.6,45.61,9.10,13.25,16.21,12.85,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,23:34:00,0:04:00,30,23,1,80.95%,58.46%,51.16%,63.53%,,,,,,,,,84.4,140.9,115.7,113.7,2.05,1.35,0.34,1.25,84.93,27.27,10.71,41.8,8.98,12.60,19.51,13.70,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,23:35:00,0:01:00,26,23,1,80.95%,70.77%,54.26%,68.66%,,,,,,,,,73.5,284.4,74.1,144.0,1.39,2.72,0.27,1.46,91.79,31.83,18.03,61.02,11.82,13.09,17.87,14.26,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:35:00,0:02:00,27,23,1,80.95%,63.08%,53.88%,65.97%,,,,,,,,,88.1,269.7,149.7,169.2,1.74,2.63,0.53,1.63,88.19,35.64,18.93,66.51,11.21,12.80,18.16,14.06,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:35:00,23:56:00,21,23,0,80.95%,58.46%,52.33%,63.91%,,,,,,,,,84.8,238.3,85.7,136.3,1.86,2.27,0.36,1.49,85.45,32.58,21.93,59.92,10.13,13.12,15.56,12.94,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,23:35:00,0:05:00,30,23,1,80.95%,58.46%,51.16%,63.53%,,,,,,,,,85.0,136.3,165.8,129.0,2.10,1.32,0.48,1.30,84.93,28.38,10.99,42.89,8.85,12.51,20.57,13.98,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,CHFJPY,23:36:00,0:03:00,27,23,1,80.95%,67.69%,55.43%,68.02%,,,,,,,,,73.5,152.0,-7.4,72.7,1.36,1.43,-0.06,0.91,90.94,19.83,9.71,34.13,11.76,12.98,17.39,14.04,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,USDJPY,23:36:00,0:06:00,30,23,1,80.95%,66.15%,53.10%,66.74%,,,,,,,,,70.1,248.4,287.7,202.1,1.02,2.10,0.94,1.35,89.22,29.54,15.93,62.21,15.41,14.86,20.49,16.92,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,23:37:00,0:05:00,28,23,1,80.95%,64.62%,53.10%,66.22%,,,,,,,,,84.9,155.2,249.2,163.1,2.04,1.78,0.72,1.51,88.53,33.03,12.87,46.88,9.10,10.66,20.83,13.53,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,23:40:00,0:04:00,24,23,1,80.95%,55.38%,53.49%,63.28%,,,,,,,,,58.2,50.9,-24.3,28.3,1.28,0.56,-0.11,0.57,84.59,12.52,6.88,21.49,10.02,10.83,18.16,13.00,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,23:41:00,0:07:00,26,23,1,80.95%,66.15%,55.04%,67.38%,,,,,,,,,36.0,190.0,122.7,116.2,0.57,1.73,0.46,0.92,90.08,20.01,11.47,38.8,14.40,13.87,19.05,15.77,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:41:00,0:06:00,25,23,1,80.95%,66.15%,54.26%,67.12%,,,,,,,,,16.0,162.3,95.3,91.2,0.25,1.47,0.36,0.70,89.74,15.21,8.61,28.02,15.13,13.97,19.28,16.13,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:42:00,0:06:00,24,23,1,80.95%,67.69%,55.43%,68.02%,,,,,,,,,14.8,167.4,223.6,135.3,0.24,1.67,0.79,0.90,90.94,19.63,10.12,31.61,14.77,12.69,18.82,15.43,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:42:00,0:05:00,23,23,1,80.95%,67.69%,55.43%,68.02%,,,,,,,,,14.3,155.1,163.0,110.8,0.25,1.63,0.58,0.82,90.94,17.94,9.39,28.11,13.47,12.00,18.37,14.62,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:42:00,0:07:00,25,23,1,80.95%,66.15%,55.43%,67.51%,,,,,,,,,34.8,195.1,251.0,160.3,0.56,1.95,0.89,1.13,90.26,24.67,13.03,42.39,14.14,12.62,18.65,15.13,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:42:00,0:03:00,21,23,1,80.95%,67.69%,53.88%,67.51%,,,,,,,,,21.3,169.0,112.7,101.0,0.46,1.99,0.43,0.96,90.25,20.93,11.14,30.45,10.75,10.64,16.82,12.73,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:43:00,0:06:00,23,23,1,80.95%,69.23%,58.91%,69.70%,,,,,,,,,20.6,175.6,222.6,139.6,0.33,1.73,0.82,0.96,93.18,20.9,11.55,34.57,14.67,12.89,18.08,15.21,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:43:00,0:07:00,24,23,1,80.95%,69.23%,56.98%,69.05%,,,,,,,,,40.6,203.3,250.0,164.6,0.65,1.99,0.92,1.19,92.32,25.91,14.52,45.35,14.02,12.86,17.96,14.95,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:44:00,0:05:00,21,23,1,80.95%,69.23%,55.81%,68.67%,,,,,,,,,18.6,165.2,101.3,95.0,0.32,1.65,0.39,0.79,91.8,17.17,10.65,29.11,13.50,12.65,17.59,14.58,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:44:00,0:07:00,23,23,1,80.95%,66.15%,54.65%,67.25%,,,,,,,,,39.1,205.2,189.3,144.5,0.62,1.95,0.71,1.09,89.91,23.87,14.5,43.39,14.24,13.25,17.79,15.09,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:44:00,23:51:00,7,23,0,80.95%,67.69%,49.22%,65.96%,25,,,,20,,,,39.8,90.4,-181.5,-17.1,1.85,1.43,-1.23,0.68,88.18,14.85,20.82,18.97,4.71,7.81,9.40,7.30,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:45:00,0:05:00,20,23,1,80.95%,67.69%,56.20%,68.28%,,,,,,,,,29.7,186.3,254.0,156.7,0.50,1.83,0.95,1.10,91.29,23.89,15.25,39.69,13.59,12.77,17.36,14.57,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,23:45:00,0:07:00,22,23,1,80.95%,69.23%,54.26%,68.15%,,,,,,,,,50.2,226.3,342.0,206.2,0.80,2.13,1.27,1.40,91.11,30.51,18.85,53.97,14.18,13.33,17.60,15.04,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,23:53:00,0:04:00,11,23,1,80.95%,64.62%,53.10%,66.22%,,,,,,,,,67.3,76.2,27.3,56.9,2.28,1.22,0.11,1.20,88.53,26.22,19.68,28.17,6.45,7.51,12.78,8.91,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURUSD,23:53:00,0:15:00,22,23,1,80.95%,56.92%,50.78%,62.88%,,,,,,,,,101.7,26.6,-116.1,4.1,1.75,0.31,-0.77,0.43,84.07,9.3,15.32,43.85,12.73,10.36,9.48,10.86,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,AUDJPY,23:55:00,0:05:00,10,23,1,80.95%,61.54%,51.16%,64.55%,,,,,,,,,28.4,28.6,-69.6,-4.2,1.72,0.67,-0.41,0.66,86.3,14.34,13.53,17.61,3.59,5.33,8.81,5.91,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,AUDJPY,23:55:00,0:08:00,13,23,1,80.95%,60.00%,51.55%,64.17%,,,,,,,,,44.0,48.0,-39.3,17.6,2.07,1.03,-0.19,0.97,85.79,21.11,18.02,30.49,4.64,5.73,10.07,6.81,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,AUDJPY,23:55:00,0:07:00,12,23,1,80.95%,60.00%,50.78%,63.91%,,,,,,,,,37.2,30.1,-49.1,6.1,1.81,0.66,-0.27,0.73,85.44,16.01,14.92,23.3,4.48,5.66,9.63,6.59,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Short,USDJPY,1:59:00,2:12:00,13,1,1,77.27%,60.00%,56.37%,64.55%,,13,,18,,10,,16,71.5,99.0,346.8,172.4,2.83,2.07,2.48,2.46,86.29,53.65,26.45,44.74,5.42,5.92,8.66,6.67,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,5:30:00,5:36:00,6,5,0,77.27%,67.69%,57.14%,67.37%,15,,90,,14,47,75,,16.6,48.1,66.0,43.6,1.11,1.81,1.21,1.38,90.07,30.06,16.33,12.75,3.12,3.25,3.51,3.30,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,USDJPY,1:50:00,1:55:00,5,1,0,77.27%,60.00%,49.03%,62.10%,69,,93,,51,78,78,,31.6,11.4,-70.3,-9.1,2.00,0.36,-0.94,0.47,83.02,10.25,15.03,9.78,3.37,3.82,4.68,3.96,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,USDJPY,4:50:00,4:54:00,4,4,0,77.27%,55.38%,47.49%,60.05%,90,93,106,85,78,80,91,71,13.5,-0.4,2.7,5.3,1.21,-0.04,0.03,0.40,80.28,8.73,8.46,4.41,2.36,3.11,3.67,3.05,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURUSD,0:04:00,0:13:00,9,0,0,77.27%,55.38%,51.74%,61.46%,,,,,,,,,38.5,8.9,-26.2,7.1,1.45,0.19,-0.24,0.47,82.17,10.17,14.05,16.45,5.68,5.43,5.55,5.55,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,CHFJPY,0:04:00,0:32:00,28,0,0,77.27%,55.38%,51.35%,61.34%,,,,,,,,,68.7,45.8,84.4,66.3,2.18,0.61,0.32,1.04,82,22.57,6.75,24.6,6.79,8.99,16.71,10.83,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,CHFJPY,0:04:00,0:31:00,27,0,0,77.27%,55.38%,50.97%,61.21%,,,,,,,,,65.4,35.7,87.4,62.8,2.09,0.47,0.34,0.97,81.83,21.09,6.52,22.9,6.74,8.98,16.49,10.73,0.9,0.8,0.8,0.9
FALSE,2025-07-20,Long,CHFJPY,0:04:00,0:33:00,29,0,0,77.27%,55.38%,50.19%,60.95%,,,,,,,,,69.4,47.0,138.1,84.8,2.11,0.61,0.52,1.08,81.48,23.53,6.92,26.13,7.04,9.23,16.66,10.98,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,CHFJPY,0:05:00,0:35:00,30,0,0,77.27%,53.85%,54.44%,61.85%,,,,,,,,,74.3,26.5,158.4,86.4,1.98,0.31,0.61,0.97,82.69,21.08,6.62,25.85,8.04,9.48,16.06,11.19,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,CHFJPY,0:05:00,0:31:00,26,0,0,77.27%,55.38%,52.12%,61.59%,,,,,,,,,71.3,47.1,123.1,80.5,2.00,0.62,0.48,1.03,82.34,22.56,7.77,26.3,7.66,9.13,15.83,10.87,0.9,0.8,0.8,0.9
FALSE,2025-07-20,Short,USDJPY,0:05:00,0:11:00,6,0,0,77.27%,56.92%,47.10%,60.43%,,,,,,,,,51.3,29.8,-78.2,1.0,1.99,0.63,-0.62,0.67,80.79,14.55,22.94,17.91,5.48,5.73,8.82,6.68,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CHFJPY,0:06:00,0:36:00,30,0,0,77.27%,55.38%,53.28%,61.98%,,,,,,,,,65.4,7.6,186.9,86.6,1.91,0.07,0.72,0.90,82.86,19.59,5.73,22.38,7.32,9.34,16.08,10.91,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,CHFJPY,0:06:00,0:31:00,25,0,0,77.27%,55.38%,50.97%,61.21%,,,,,,,,,62.0,27.6,111.4,67.0,1.78,0.36,0.45,0.86,81.83,18.81,6.68,21.72,7.51,8.96,15.42,10.63,0.9,0.8,0.8,0.9
FALSE,2025-07-20,Short,CADJPY,0:06:00,0:23:00,17,0,0,77.27%,56.92%,49.42%,61.21%,,,,,,,,,102.8,71.6,-105.9,22.8,2.15,1.01,-0.59,0.85,81.83,18.61,24.07,53.24,10.26,8.56,11.55,10.12,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Short,CADJPY,0:06:00,0:22:00,16,0,0,77.27%,55.38%,47.88%,60.18%,,,,,,,,,84.6,32.1,-79.4,12.4,1.92,0.45,-0.48,0.63,80.45,13.69,19.15,39.87,9.47,8.32,10.88,9.55,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,EURUSD,0:06:00,0:28:00,22,0,0,77.27%,53.85%,49.03%,60.05%,,,,,,,,,125.1,44.9,20.0,63.3,1.75,0.43,0.11,0.76,80.28,16.68,20.62,59.04,15.20,12.07,10.49,12.59,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,USDJPY,0:06:00,0:36:00,30,0,0,77.27%,56.92%,45.56%,59.92%,,,,,,,,,171.5,142.3,2.2,105.3,1.62,1.03,0.03,0.89,80.11,19.46,18.81,73.45,22.73,17.28,17.54,19.18,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDUSD,0:07:00,0:11:00,4,0,0,77.27%,63.08%,47.88%,62.74%,,,,,,,,,26.9,29.1,-43.1,4.3,2.31,1.64,-0.99,0.99,83.88,21.58,47.49,24.72,2.48,2.18,2.66,2.44,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,CADJPY,0:07:00,0:20:00,13,0,0,77.27%,58.46%,50.97%,62.23%,,,,,,,,,98.1,58.3,33.1,63.2,2.04,0.84,0.16,1.02,83.2,22.14,32.19,54.46,10.30,8.33,10.48,9.70,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Short,USDJPY,0:07:00,0:14:00,7,0,0,77.27%,58.46%,50.19%,61.98%,,,,,53,,30,,90.5,84.9,49.4,74.9,3.44,1.63,0.35,1.81,82.86,39.4,45.21,41.18,5.58,6.43,8.69,6.90,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDUSD,0:07:00,0:13:00,6,0,0,77.27%,58.46%,49.81%,61.85%,,,,,,,,,28.2,32.9,-25.4,11.9,1.96,1.45,-0.49,0.97,82.68,21.18,35.48,27.7,3.07,2.79,3.17,3.01,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,CADJPY,0:07:00,0:23:00,16,0,0,77.27%,58.46%,47.49%,61.07%,,,,,,,,,111.4,82.3,-82.7,37.0,2.34,1.15,-0.49,1.00,81.65,21.9,28.64,59.64,10.18,8.61,11.41,10.07,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,EURUSD,0:07:00,0:29:00,22,0,0,77.27%,53.85%,49.03%,60.05%,,,,,,,,,141.4,67.0,24.9,77.8,1.78,0.60,0.11,0.83,80.28,18.08,24.08,68.93,16.90,13.20,10.90,13.67,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,CADJPY,0:08:00,0:23:00,15,0,0,77.27%,58.46%,48.26%,61.33%,,,,,,,,,114.1,84.4,-62.9,45.2,2.34,1.20,-0.38,1.05,82,22.93,31.79,62.05,10.47,8.50,10.93,9.97,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Short,CADJPY,0:08:00,0:15:00,7,0,0,77.27%,58.46%,47.88%,61.20%,,,,,,,,,45.1,34.8,-86.9,-2.3,3.11,1.09,-0.76,1.15,81.82,25.05,24.82,22.61,3.10,3.89,7.18,4.72,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Short,CADJPY,0:08:00,0:21:00,13,0,0,77.27%,55.38%,48.65%,60.44%,,,,,,,,,98.8,57.2,60.4,72.1,2.04,0.83,0.34,1.07,80.8,23.4,32.92,55.69,10.37,8.27,9.93,9.52,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Short,CADJPY,0:09:00,0:21:00,12,0,0,77.27%,58.46%,51.35%,62.36%,,,,,,,,,94.5,74.8,73.3,80.9,2.01,1.16,0.44,1.21,83.37,26.29,36.57,57.1,10.08,7.86,9.65,9.20,0.6,0.6,0.6,0.6
