選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,利益効率σ_30日,利益効率σ_90日,利益効率σ_365日,利益効率σ_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-07-20,Short,CHFJPY,19:16:00,19:39:00,23,19,0,71.43%,63.08%,48.06%,60.86%,,,,,,,,,35.4,157.9,-127.1,22.1,1.15,2.07,-0.76,0.82,81.36,17.88,7.15,21.4,6.65,9.45,10.73,8.94,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Short,EURJPY,19:16:00,19:41:00,25,19,0,71.43%,61.54%,49.61%,60.86%,,,,,,,,,67.5,91.5,-178.5,-6.5,1.94,1.19,-0.90,0.74,81.36,16.2,7.48,24.33,7.58,9.34,12.66,9.86,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,EURJPY,19:16:00,19:42:00,26,19,0,71.43%,60.00%,50.00%,60.48%,,,,,,,,,74.5,113.6,-194.1,-2.0,2.13,1.47,-0.93,0.89,80.85,19.35,8.35,28.26,7.63,9.45,13.18,10.08,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,GBPAUD,19:16:00,19:44:00,28,19,0,71.43%,60.00%,46.90%,59.44%,,,,,,,,,49.9,40.4,-291.3,-67.0,1.15,0.57,-1.30,0.14,79.47,3.08,2.52,9.18,9.42,8.58,14.58,10.86,1.5,1.5,1.5,1.5
FALSE,2025-07-20,Short,EURJPY,19:17:00,19:41:00,24,19,0,71.43%,61.54%,51.94%,61.64%,,,,,,,,,66.2,92.2,-161.7,-1.1,1.93,1.25,-0.81,0.79,82.4,17.22,7.84,24.5,7.45,9.01,12.70,9.72,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,EURUSD,19:17:00,19:41:00,24,19,0,71.43%,60.00%,50.39%,60.61%,,,,,,,,,50.4,50.7,27.8,43.0,2.32,1.03,0.21,1.19,81.02,25.86,9.65,30.13,4.73,6.03,7.47,6.08,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURJPY,19:17:00,19:42:00,25,19,0,71.43%,60.00%,49.61%,60.35%,,,,,,,,,73.2,114.3,-177.3,3.4,2.11,1.53,-0.85,0.93,80.68,20.26,8.74,28.43,7.55,9.16,13.19,9.97,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,EURUSD,19:17:00,19:42:00,25,19,0,71.43%,56.92%,50.00%,59.45%,,,,,,,,,56.5,68.0,40.1,54.9,2.45,1.31,0.30,1.36,79.48,29.58,11,35.79,5.03,6.34,7.78,6.38,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:18:00,19:41:00,23,19,0,71.43%,61.54%,50.00%,60.99%,,,,,,,,,48.7,52.7,16.0,39.1,2.22,1.10,0.11,1.14,81.54,24.93,9.76,29.21,4.78,5.84,7.11,5.91,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:18:00,19:42:00,24,19,0,71.43%,58.46%,51.16%,60.35%,,,,,,,,,54.8,70.0,28.3,51.0,2.29,1.38,0.21,1.29,80.68,28.2,11.16,34.87,5.22,6.22,7.43,6.29,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:18:00,19:38:00,20,19,0,71.43%,58.46%,50.39%,60.09%,,,,,,,,,49.0,49.0,-10.2,29.3,2.01,1.00,-0.12,0.97,80.34,21.08,10.72,27.91,5.29,5.96,6.95,6.07,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:18:00,19:44:00,26,19,0,71.43%,58.46%,50.00%,59.96%,,,,,,,,,56.1,78.7,54.7,63.2,2.29,1.49,0.43,1.41,80.16,30.65,11.14,37.69,5.34,6.46,7.48,6.42,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:18:00,19:40:00,22,19,0,71.43%,58.46%,48.45%,59.45%,,,,,,,,,54.1,73.5,-1.3,42.1,2.18,1.50,-0.05,1.21,79.47,26.38,11.83,33.87,5.40,5.98,7.04,6.14,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURJPY,19:18:00,19:28:00,10,19,0,71.43%,63.08%,43.80%,59.43%,,,,,,,,,10.2,74.2,-135.8,-17.1,0.51,1.58,-1.04,0.35,79.46,7.65,5.39,7.01,4.27,5.88,8.08,6.08,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,EURJPY,19:19:00,19:26:00,7,19,0,71.43%,61.54%,48.06%,60.34%,,,,,,,,,16.1,57.8,-107.5,-11.2,0.81,1.53,-0.99,0.45,80.67,9.8,8.54,7.78,4.30,4.71,6.78,5.26,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,EURUSD,19:19:00,19:36:00,17,19,0,71.43%,60.00%,48.45%,59.96%,,,,,,,,,39.3,36.9,-45.1,10.4,1.84,0.89,-0.47,0.75,80.16,16.46,9.34,20.65,4.67,5.05,6.40,5.37,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:20:00,19:46:00,26,19,0,71.43%,61.54%,50.00%,60.99%,,,,,,,,,40.8,102.6,45.1,62.8,1.81,1.97,0.34,1.37,81.54,29.96,10.07,34.08,4.92,6.44,7.19,6.18,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:20:00,19:42:00,22,19,0,71.43%,60.00%,49.61%,60.35%,,,,,,,,,38.7,74.0,31.1,47.9,1.74,1.50,0.23,1.16,80.68,25.21,9.97,28.53,4.87,6.08,7.28,6.08,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,USDJPY,19:20:00,19:46:00,26,19,0,71.43%,55.38%,51.55%,59.45%,,,,,,,,,20.6,48.4,145.6,71.5,0.55,0.57,0.74,0.62,79.48,13.49,4.98,16.84,8.36,10.58,12.12,10.35,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,EURUSD,19:20:00,19:39:00,19,19,0,71.43%,58.46%,48.45%,59.45%,,,,,,,,,30.2,70.9,24.4,41.8,1.37,1.53,0.18,1.03,79.47,22.38,9.75,24.11,4.80,5.72,6.86,5.79,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:21:00,19:42:00,21,19,0,71.43%,58.46%,50.00%,59.96%,,,,,,,,,30.7,66.2,32.7,43.2,1.48,1.33,0.25,1.02,80.16,22.22,8.79,24.03,4.54,6.15,7.25,5.98,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:22:00,19:40:00,18,19,0,71.43%,63.08%,51.16%,61.89%,,,,,,,,,36.8,61.0,21.7,39.8,1.72,1.33,0.16,1.07,82.74,23.41,10.87,25.46,4.65,5.63,6.47,5.58,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:22:00,19:41:00,19,19,0,71.43%,61.54%,51.16%,61.38%,,,,,,,,,31.4,40.2,39.0,36.9,1.61,0.87,0.34,0.94,82.05,20.43,8.41,20.8,4.26,5.71,6.65,5.54,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:22:00,19:39:00,17,19,0,71.43%,60.00%,50.78%,60.73%,,,,,,,,,29.0,54.4,44.6,42.7,1.36,1.18,0.40,0.98,81.2,21.34,9.96,22.04,4.65,5.68,6.50,5.61,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:22:00,19:42:00,20,19,0,71.43%,60.00%,50.00%,60.48%,,,,,,,,,37.5,57.5,51.3,48.8,1.70,1.18,0.44,1.11,80.85,24.17,10.17,26.46,4.81,5.99,6.93,5.91,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:23:00,19:46:00,23,19,0,71.43%,60.00%,53.10%,61.51%,,,,,,,,,34.5,66.0,41.9,47.5,1.57,1.34,0.36,1.09,82.23,23.77,8.68,25.99,4.81,6.09,6.45,5.78,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:25:00,19:52:00,27,19,0,71.43%,60.00%,51.16%,60.86%,,,,,,,,,19.3,59.8,73.5,50.9,0.83,1.20,0.67,0.90,81.37,19.57,5.62,19.76,5.10,6.23,6.63,5.99,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:26:00,19:48:00,22,19,0,71.43%,63.08%,51.94%,62.15%,,,,,,,,,24.1,61.1,5.8,30.3,1.15,1.19,0.04,0.79,83.09,17.27,6.82,19.51,4.62,6.35,5.93,5.63,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:26:00,19:46:00,20,19,0,71.43%,60.00%,52.71%,61.38%,,,,,,,,,29.3,62.9,66.8,53.0,1.52,1.33,0.72,1.19,82.06,25.93,9.34,24.31,4.22,5.85,5.61,5.23,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:26:00,19:47:00,21,19,0,71.43%,60.00%,52.33%,61.25%,,,,,,,,,15.5,40.7,7.8,21.3,0.77,0.83,0.07,0.56,81.89,12.15,4.73,12.93,4.41,6.11,5.88,5.47,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:26:00,19:36:00,10,19,0,71.43%,55.38%,51.94%,59.58%,,,,,,,,,22.5,12.7,-7.4,9.3,1.36,0.34,-0.10,0.53,79.66,11.6,8.74,11.38,3.63,4.57,4.34,4.18,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,GBPUSD,19:26:00,19:44:00,18,19,0,71.43%,58.46%,48.84%,59.58%,,,,,,,,,27.2,32.2,-105.7,-15.4,1.12,0.60,-0.93,0.26,79.65,5.72,4.55,10.65,5.29,6.56,7.05,6.30,1.0,1.0,1.0,1.0
FALSE,2025-07-20,Short,EURUSD,19:27:00,19:47:00,20,19,0,71.43%,63.08%,53.10%,62.54%,,,,,,,,,19.8,42.8,19.9,27.5,0.96,0.88,0.21,0.68,83.6,14.88,5.98,15.57,4.54,6.04,5.72,5.43,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,GBPUSD,19:27:00,19:46:00,19,19,0,71.43%,63.08%,52.33%,62.28%,,,,,,,,,25.8,79.1,-30.8,24.7,1.03,1.44,-0.28,0.73,83.26,15.91,7.36,18.2,5.43,6.75,7.15,6.44,1.0,1.0,1.0,1.0
FALSE,2025-07-20,Short,EURUSD,19:27:00,19:38:00,11,19,0,71.43%,61.54%,53.88%,62.28%,,,,,,,,,25.7,15.4,26.4,22.5,1.41,0.39,0.38,0.73,83.26,15.9,10.09,14.44,3.99,4.75,4.41,4.38,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:27:00,19:40:00,13,19,0,71.43%,61.54%,53.10%,62.02%,,,,,,,,,30.8,39.9,35.3,35.3,1.70,1.00,0.45,1.05,82.92,22.84,12.06,20.4,3.96,4.92,4.72,4.53,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,CHFJPY,19:27:00,19:39:00,12,19,0,71.43%,61.54%,50.00%,60.99%,,,,,,,,,19.2,40.9,-190.2,-43.4,0.86,0.90,-1.55,0.07,81.54,1.58,2.89,4.51,4.83,5.61,7.76,6.07,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Short,EURUSD,19:27:00,19:48:00,21,19,0,71.43%,58.46%,51.16%,60.35%,,,,,,,,,28.4,63.2,17.9,36.5,1.30,1.25,0.17,0.91,80.68,19.84,8.1,22.15,4.78,6.27,5.77,5.60,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:28:00,19:55:00,27,19,0,71.43%,64.62%,52.71%,62.92%,,,,,,,,,42.1,69.7,98.4,70.1,1.98,1.38,0.90,1.42,84.12,30.93,9.07,31.88,4.65,6.22,6.49,5.79,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:28:00,19:58:00,30,19,0,71.43%,61.54%,52.71%,61.89%,,,,,,,,,31.5,82.6,151.2,88.4,1.29,1.50,1.29,1.36,82.75,29.67,8,31.22,5.32,6.82,7.12,6.42,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,GBPUSD,19:28:00,19:46:00,18,19,0,71.43%,63.08%,51.16%,61.89%,,,,,,,,,22.2,71.6,-26.3,22.5,0.87,1.33,-0.26,0.65,82.74,14.13,6.86,16.06,5.49,6.63,6.80,6.31,1.0,1.0,1.0,1.0
FALSE,2025-07-20,Short,EURUSD,19:28:00,19:57:00,29,19,0,71.43%,61.54%,50.78%,61.25%,,,,,,,,,41.2,79.9,132.5,84.5,1.73,1.46,1.16,1.45,81.88,31.66,9.08,34.27,5.20,6.72,6.87,6.26,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:28:00,19:49:00,21,19,0,71.43%,58.46%,50.78%,60.22%,,,,,,,,,29.9,64.9,24.6,39.8,1.46,1.28,0.24,0.99,80.51,21.59,8.49,23.2,4.49,6.28,5.77,5.51,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:28:00,19:48:00,20,19,0,71.43%,58.46%,49.61%,59.83%,,,,,,,,,31.0,58.9,9.8,33.2,1.58,1.18,0.07,0.95,79.99,20.61,8.55,22.26,4.30,6.15,5.62,5.35,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:28:00,19:32:00,4,19,0,71.43%,61.54%,46.51%,59.83%,,,,,,,,,10.4,4.2,-80.5,-22.0,1.14,0.15,-1.79,-0.17,79.98,-3.68,3.92,2.04,2.00,3.24,2.82,2.68,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:29:00,19:57:00,28,19,0,71.43%,63.08%,52.71%,62.41%,,,,,,,,,37.1,90.6,133.1,86.9,1.62,1.73,1.16,1.50,83.43,32.75,9.34,34.03,5.01,6.45,6.90,6.12,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:29:00,19:52:00,23,19,0,71.43%,64.62%,50.78%,62.27%,,,,,,,,,25.7,71.8,67.5,55.0,1.19,1.55,0.67,1.14,83.25,24.8,8.01,23.97,4.71,5.74,5.98,5.48,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:29:00,19:53:00,24,19,0,71.43%,63.08%,50.78%,61.76%,,,,,,,,,30.1,71.2,73.7,58.3,1.44,1.54,0.69,1.22,82.57,26.68,8.33,26.01,4.56,5.73,6.31,5.53,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:29:00,19:41:00,12,19,0,71.43%,61.54%,51.94%,61.64%,,,,,,,,,23.9,25.5,45.1,31.5,1.50,0.68,0.57,0.92,82.4,19.96,10,15.61,3.47,4.60,4.67,4.25,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:29:00,19:40:00,11,19,0,71.43%,58.46%,51.94%,60.61%,,,,,,,,,29.3,46.3,27.8,34.5,1.88,1.30,0.34,1.17,81.03,25.62,14.16,20.27,3.40,4.37,4.40,4.06,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:29:00,19:54:00,25,19,0,71.43%,60.00%,49.22%,60.22%,,,,,,,,,30.8,83.7,103.1,72.5,1.49,1.81,0.98,1.43,80.51,31.12,8.97,29.18,4.52,5.73,6.20,5.48,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:30:00,19:56:00,26,19,0,71.43%,66.15%,52.33%,63.30%,,,,,,,,,43.2,109.2,150.5,101.0,1.98,2.24,1.32,1.84,84.63,40.23,11.8,39.93,4.77,6.01,6.80,5.86,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:30:00,20:00:00,30,19,1,71.43%,64.62%,51.94%,62.66%,,,,,,,,,35.0,114.4,178.6,109.3,1.49,2.14,1.54,1.72,83.77,37.55,9.82,38.33,5.12,6.63,7.04,6.26,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:30:00,19:43:00,13,19,0,71.43%,61.54%,53.88%,62.28%,,,,47,,,,,36.4,59.4,64.3,53.4,2.03,1.53,0.80,1.45,83.26,31.69,15.76,26.67,3.92,4.77,4.78,4.49,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:30:00,19:53:00,23,19,0,71.43%,63.08%,51.94%,62.15%,,,,,,,,,34.8,77.6,93.8,68.7,1.75,1.65,0.88,1.42,83.09,31.08,9.93,29.71,4.34,5.83,6.34,5.51,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:30:00,19:52:00,22,19,0,71.43%,60.00%,51.55%,60.99%,,,,,,,,,30.4,78.2,87.6,65.4,1.47,1.66,0.87,1.33,81.54,29.09,9.67,27.67,4.50,5.84,6.01,5.45,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,CHFJPY,19:30:00,19:39:00,9,19,0,71.43%,64.62%,45.35%,60.46%,,,,,,,,,29.1,41.2,-201.8,-43.8,1.90,0.98,-1.88,0.34,80.83,7.32,5.98,7,3.34,5.09,6.78,5.07,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Short,EURUSD,19:30:00,19:54:00,24,19,0,71.43%,60.00%,49.61%,60.35%,,,,,,,,,35.5,90.1,123.2,82.9,1.78,1.92,1.17,1.62,80.68,35.42,10.53,32.88,4.36,5.80,6.24,5.47,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:30:00,19:34:00,4,19,0,71.43%,56.92%,50.78%,59.71%,,,,,,,,,19.5,15.5,-22.3,4.2,1.89,0.74,-0.54,0.70,79.82,15.26,18.9,9.84,2.26,2.54,2.70,2.50,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:31:00,20:01:00,30,19,1,71.43%,66.15%,51.94%,63.17%,,,,,,,,,24.4,91.1,194.9,103.5,0.95,1.72,1.68,1.45,84.46,31.69,7.96,31.09,5.59,6.56,7.14,6.43,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:31:00,19:57:00,26,19,0,71.43%,61.54%,51.94%,61.64%,,,,,,,,,37.6,73.7,149.9,87.1,1.70,1.52,1.35,1.53,82.4,33.27,9.59,32.45,4.82,5.96,6.69,5.82,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:31:00,19:56:00,25,19,0,71.43%,61.54%,50.78%,61.25%,,,,,,,,,39.0,85.9,147.2,90.7,1.83,1.89,1.33,1.68,81.88,36.74,10.65,34.66,4.64,5.60,6.61,5.62,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,EURUSD,19:31:00,19:43:00,12,19,0,71.43%,56.92%,53.10%,60.48%,,,,,,,,,32.2,36.1,61.0,43.1,1.81,0.89,0.79,1.16,80.86,25.39,13.7,21.4,3.88,4.98,4.66,4.50,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,GBPUSD,19:34:00,19:45:00,11,19,0,71.43%,58.46%,48.84%,59.58%,,,,,,,,,12.2,5.7,-88.8,-23.6,0.68,0.15,-1.07,-0.08,79.65,-1.75,1.65,2.36,3.83,4.65,5.10,4.53,1.0,1.0,1.0,1.0
FALSE,2025-07-20,Long,EURJPY,19:43:00,20:09:00,26,19,1,71.43%,56.92%,51.16%,59.84%,,,,,,,,,41.4,49.2,70.3,53.6,1.52,0.71,0.35,0.86,80,18.77,5.62,19,5.93,8.35,12.53,8.94,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,19:44:00,19:56:00,12,19,0,71.43%,67.69%,52.33%,63.82%,47,,,,,,,,21.9,93.5,64.7,60.0,1.28,2.01,0.57,1.29,85.31,28.04,12.98,20.27,3.72,5.83,7.27,5.61,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,19:44:00,20:09:00,25,19,1,71.43%,60.00%,53.49%,61.64%,,,,,,,,,45.0,61.1,168.9,91.7,1.67,0.91,0.88,1.15,82.41,25.14,7.31,23.8,5.87,8.19,11.90,8.65,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:44:00,20:03:00,19,19,1,71.43%,60.00%,53.49%,61.64%,,,,,,,,,37.5,73.3,72.9,61.2,1.38,1.21,0.45,1.01,82.41,22.1,8.26,20.42,5.92,7.46,10.34,7.91,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:44:00,20:02:00,18,19,1,71.43%,58.46%,53.88%,61.26%,,,,,,,,,41.9,76.3,74.0,64.1,1.64,1.29,0.47,1.13,81.89,24.75,9.39,22,5.57,7.22,9.85,7.54,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:44:00,20:04:00,20,19,1,71.43%,58.46%,53.49%,61.13%,,,,,,,,,39.7,68.1,107.8,71.9,1.45,1.18,0.66,1.09,81.72,23.87,8.25,21.48,5.99,7.11,10.41,7.84,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,19:51:00,20:01:00,10,19,1,71.43%,61.54%,53.49%,62.15%,,,,,,,,,7.3,39.5,39.7,28.8,0.36,1.02,0.43,0.60,83.09,13.16,6.49,8.44,4.60,4.90,6.10,5.20,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,19:51:00,20:05:00,14,19,1,71.43%,58.46%,49.22%,59.70%,,,,,,,,,12.6,19.9,-106.9,-24.8,0.64,0.47,-0.69,0.14,79.82,3.03,1.7,3.1,4.34,5.27,9.36,6.33,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,EURJPY,19:51:00,19:54:00,3,19,0,71.43%,56.92%,50.39%,59.58%,,,84,,,,,,13.9,16.0,66.6,32.2,1.90,0.71,0.94,1.18,79.65,25.8,19,7.42,1.60,2.72,4.38,2.90,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:52:00,20:05:00,13,19,1,71.43%,56.92%,50.78%,59.71%,,,,,,,,,16.6,19.1,-69.5,-11.3,0.78,0.44,-0.45,0.26,79.82,5.62,3.03,5.12,4.63,5.35,9.29,6.42,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,19:53:00,20:01:00,8,19,1,71.43%,63.08%,52.33%,62.28%,,,,,,,,,8.8,49.4,123.9,60.7,0.40,1.35,1.40,1.05,83.26,22.88,11.88,12.37,4.94,4.58,5.55,5.02,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,19:53:00,20:04:00,11,19,1,71.43%,56.92%,53.49%,60.61%,,,,,,,,,23.0,17.6,29.1,23.2,1.18,0.40,0.26,0.61,81.03,13.38,6.64,9.51,4.28,5.40,7.89,5.86,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,19:54:00,20:01:00,7,19,1,71.43%,67.69%,55.43%,64.85%,,,,,29,,,,16.8,60.2,134.9,70.6,0.86,1.77,1.54,1.39,86.7,30.33,18.31,16.68,4.30,4.22,5.48,4.67,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,19:54:00,20:00:00,6,19,1,71.43%,61.54%,51.94%,61.64%,,,,,,,,,19.8,24.3,-68.9,-8.3,1.74,0.77,-0.89,0.54,82.4,11.84,8.43,6.59,2.52,3.82,4.81,3.72,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:54:00,20:02:00,8,19,1,71.43%,58.46%,54.26%,61.38%,,,,,,,,,36.6,56.4,51.0,48.0,2.06,1.32,0.45,1.27,82.06,27.8,17.17,17.87,3.90,5.23,7.17,5.43,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:54:00,20:07:00,13,19,1,71.43%,61.54%,51.16%,61.38%,,,,,,,,,36.2,45.2,77.4,52.9,2.17,1.01,0.50,1.23,82.05,26.75,10.2,17.26,3.64,5.39,9.75,6.26,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURUSD,19:54:00,20:11:00,17,19,1,71.43%,61.54%,51.16%,61.38%,,,,,,,,,28.9,25.1,50.7,34.9,1.21,0.60,0.51,0.77,82.05,16.84,8.18,18.1,5.23,5.21,5.90,5.45,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURJPY,19:54:00,20:05:00,11,19,1,71.43%,60.00%,51.55%,60.99%,,,,,,,,,34.9,61.9,62.9,53.2,1.85,1.52,0.44,1.27,81.54,27.63,12.74,18.24,4.12,5.02,9.11,6.08,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,CHFJPY,19:54:00,20:13:00,19,19,1,71.43%,56.92%,53.10%,60.48%,,,,,,,,,29.9,-1.3,47.9,25.5,1.27,-0.04,0.34,0.53,80.86,11.49,3.75,9.28,5.10,7.21,8.70,7.00,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,EURJPY,19:54:00,20:04:00,10,19,1,71.43%,56.92%,52.33%,60.23%,,,,,,,,,34.4,48.2,84.8,55.8,1.88,1.13,0.68,1.23,80.52,26.85,13.33,17.35,4.02,5.21,8.00,5.74,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,19:55:00,20:02:00,7,19,1,71.43%,61.54%,51.16%,61.38%,,,,,,,,,26.9,30.9,8.6,22.1,1.74,0.72,0.08,0.85,82.05,18.51,12.44,11.33,3.38,5.16,7.00,5.18,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURUSD,19:55:00,20:12:00,17,19,1,71.43%,58.46%,53.10%,61.00%,,,,,,,,,34.0,15.2,-4.3,15.0,1.34,0.33,-0.06,0.54,81.55,11.68,7.62,16.86,5.57,5.65,5.98,5.74,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,USDJPY,19:55:00,20:11:00,16,19,1,71.43%,61.54%,49.22%,60.73%,,,,,,,,,6.5,-0.5,-131.7,-41.9,0.29,-0.02,-0.96,-0.23,81.19,-5.03,-0.75,-1.55,4.64,6.66,8.20,6.50,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURUSD,19:55:00,20:10:00,15,19,1,71.43%,58.46%,51.94%,60.61%,,,,,,,,,31.4,-3.7,23.8,17.2,1.46,-0.11,0.23,0.53,81.03,11.51,7.13,13.91,4.73,5.34,5.72,5.26,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURUSD,19:55:00,20:09:00,14,19,1,71.43%,56.92%,51.55%,59.97%,,,,,,,,,27.0,-5.3,-22.0,-0.1,1.30,-0.15,-0.27,0.29,80.17,6.32,5.48,9.99,4.56,4.94,5.63,5.04,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURJPY,19:55:00,20:07:00,12,19,1,71.43%,56.92%,51.16%,59.84%,,,,,,,,,26.5,19.7,35.0,27.1,1.68,0.42,0.23,0.78,80,16.98,6.86,10.72,3.42,5.52,9.61,6.19,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,CHFJPY,19:55:00,20:13:00,18,19,1,71.43%,53.85%,53.88%,59.72%,,,,,,,,,29.1,-31.5,40.5,12.7,1.22,-0.57,0.30,0.32,79.84,6.9,2.57,6.02,5.16,7.08,8.55,6.93,0.8,0.8,0.8,0.8
FALSE,2025-07-20,Long,EURJPY,19:55:00,20:04:00,9,19,1,71.43%,56.92%,50.00%,59.45%,,,,,,,,,24.7,22.7,42.4,29.9,1.47,0.52,0.36,0.78,79.48,17.11,9.23,10.81,3.68,5.28,7.79,5.58,0.4,0.4,0.4,0.4
